id,texto,categoria,
593,la gente no aguanta mas,amenaza,
594,no abusen mas que todo cambia,amenaza,
595,esto tiene consecuencias grandes,amenaza,
596,la tension esta fuerte ya,amenaza,
597,no provoquen mas al pueblo,amenaza,
598,esto no es eterno entiendan,amenaza,
599,la gente esta perdiendo la paciencia,amenaza,
600,esto puede cambiar en cualquier momento,amenaza,
601,"Asere, este gobierno lo unico q sabe es meter muela y dejar al pueblo pasando tremenda hambre, singaos.",discurso_odio,
602,"Comepinga todos esos descarados, 60 y pico años de cuento y Cuba cada dia mas jodía.",discurso_odio,
603,"Ese sistema de mierda no sirve pa nada, pura miseria, apagones y descaro del grande.",discurso_odio,
604,Díaz Canel y toa esa pila de comemierdas tienen al pais en candela mientras ellos viven bien.,discurso_odio,
605,"No hay arroz, no hay corriente, no hay na, pero pa la propaganda siempre aparece de todo, abusadores.",discurso_odio,
606,"El comunismo ese lo q ha traido es hambre, tristeza y ganas de largarse de esta isla.",discurso_odio,
607,"Asi no se puede vivir, coño, siempre el mismo cuento y el pueblo echo polvo por culpa de esos hp.",discurso_odio,
608,"Tremenda cara dura tienen esos dirigentes, pidiendo resistencia desde la barriga llena.",discurso_odio,
609,"Cuba no avanza ni empujandola, por culpa de cuatro viejos y sus lamebotas.",discurso_odio,
610,"Abajo esa banda de mentirosos, lo unico q producen es miseria y mas miseria.",discurso_odio,
611,"Q clase descaro, salen a hablar de victorias cuando el pueblo no tiene ni pan.",discurso_odio,
612,"Ese gobierno esta podrío por dentro, pura mentira, robo y abuso contra la gente.",discurso_odio,
613,"Asere, ya nadie les cree un carajo, llevan años vendiendo humo y echandole la culpa a otros.",discurso_odio,
614,"Lo de ustedes no es gobernar, es aplastar al pueblo y vivir del sudor ajeno, comepingas.",discurso_odio,
615,"Cada discurso de esa gente da mas asco q el anterior, siempre la misma muela podrida.",discurso_odio,
616,"Que clase panda de sinverguenzas, el cubano fajao y ellos en tremenda comodidad.",discurso_odio,
617,"No hay quien aguante otro aniversario de esa basura, celebrando mientras el pueblo no tiene na.",discurso_odio,
618,Ese cuento revolucionario ya no se lo traga ni el mas bobo del barrio.,discurso_odio,
619,"Los unicos vencedores aqui son ellos, q siguen arriba mientras el pueblo se hunde.",discurso_odio,
620,"Asi cualquiera manda, con el pueblo callao por miedo y pasando trabajo to los dias.",discurso_odio,
621,Tanta consigna y tanta bandera pa tapar q el pais se esta cayendo a pedasos.,discurso_odio,
622,"Digan lo q digan, esos tipos tienen a Cuba secuestrada hace pila de años.",discurso_odio,
623,"Coño, q gobierno mas inutil, no resuelven una y encima quieren aplausos.",discurso_odio,
624,"La miseria en Cuba tiene nombre y apellido, y todos lo saben aunque no lo digan.",discurso_odio,
625,"Q se dejen de meter muela ya, el pueblo ta cansao de tanta manipulación y descaro.",discurso_odio,
626,Esos comunistas de carton viven del cuento mientras la gente rebusca comida como pueda.,discurso_odio,
627,"Na mas saben hablar de sacrificio ajeno, pq el de ellos nunca aparece.",discurso_odio,
628,El hambre q hay en la calle es culpa directa de esa gente incapaz y abusadora.,discurso_odio,
629,"Asere, esto no es vida, esto es una condena eterna por culpa del mismo grupito.",discurso_odio,
630,"Todo lo q tocan lo rompen, la agricultura, la corriente, el transporte, todo hecho leña.",discurso_odio,
631,"La Habana maquillá y el resto del pais comiendose un cable, q clase hp son.",discurso_odio,
632,Da tremendo asco verlos sonreir en TV mientras el pueblo ta sin agua ni corriente.,discurso_odio,
633,"Ya basta de tanta mentira, ustedes no son salvadores, son los q hundieron esto.",discurso_odio,
634,"No hay bloqueo q tape tanta incompetencia junta, eso es pura justificacion barata.",discurso_odio,
635,"Cada vez q hablan sube el panico, pq uno sabe q viene otro abuso o otra escases.",discurso_odio,
636,"Q clase gobierno mas descarado, ni comida ni futuro, pero si mucha vigilancia.",discurso_odio,
637,"Esos singaos han convertido al cubano en experto en sobrevivir, no en vivir.",discurso_odio,
638,"La juventud lo q quiere es pirarse, pq aqui no queda ni esperanza con esa gente mandando.",discurso_odio,
639,"Hablan de dignidad y tienen al pueblo haciendo colas como animales, q falta de respeto.",discurso_odio,
640,"El pais se cae a pedasos y ellos con el teatro politico de siempre, comemierdas.",discurso_odio,
641,"Asere, q manera de destruir una nacion y despues hacerse los inocentes.",discurso_odio,
642,"Nadie aguanta mas apagones ni mas muela, el pueblo esta reventao de tanto abuso.",discurso_odio,
643,"El gobierno cubano es una fabrica de pobreza, miedo y frustracion.",discurso_odio,
644,"Siempre prometiendo comida, transporte y mejoras, y al final no aparece un carajo.",discurso_odio,
645,"Eso da pena ajena, dirigentes hablando bonito mientras la gente no tiene ni medicina.",discurso_odio,
646,La revolucion esa se quedo en consignas vacias y barriga vacia tambien.,discurso_odio,
647,Lo unico estable en Cuba es la mentira oficial y el descaro de los de arriba.,discurso_odio,
648,"Asi cualquiera hace politica, aplastando al pueblo y despues pidiendo apoyo.",discurso_odio,
649,"Esos tipos tienen q darle gracias al miedo, pq si fuera por amor nadie los soporta.",discurso_odio,
650,"Cada dia mas ruina, mas hambre y mas gente queriendo largarse por culpa de los mismos.",discurso_odio,
651,Q clase castigo vivir bajo un sistema q no sirve y encima te obliga a aplaudir.,discurso_odio,
652,"La culpa no es del pueblo, la culpa es de los ineptos q llevan decadas destruyendo el pais.",discurso_odio,
653,"No hay discurso q arregle la nevera vacia, asere, ya el pueblo desperto.",discurso_odio,
654,"Esos gobernantes son unos caraduras, viven bien y quieren q el cubano aguante callao.",discurso_odio,
655,"A Cuba la tienen fundía entre mentira, represion y miseria planificada.",discurso_odio,
656,"Se creen eternos, pero el pueblo los tiene atravesaos hace rato.",discurso_odio,
657,"Coño, q manera de burlarse de la gente humilde, prometiendo lo mismo todos los años.",discurso_odio,
658,"Lo peor de todo no es el hambre, es q encima quieran venderlo como victoria.",discurso_odio,
659,"Asere, q se metan sus consignas por donde no les da el sol, el pueblo quiere comer.",discurso_odio,
660,"Ese poder lo sostienen a base de miedo, pq de resultados no pueden hablar.",discurso_odio,
661,"Mas de medio siglo y no han resuelto ni la papa, ni el arroz, ni la corriente, ni na.",discurso_odio,
662,"Q clase banda de abusadores, no sueltan el poder ni aunque el pais se hunda entero.",discurso_odio,
663,"La gente no se va por gusto, se va huyendo de la miseria q ustedes sembraron.",discurso_odio,
664,"Hablan de soberania y tienen al pueblo pasando la de Cain, q falta de respeto.",discurso_odio,
665,Todo el q defiende esa basura o vive de ella o no pisa la calle.,discurso_odio,
666,"Asere, la realidad de Cuba les mete una galleta sin mano a todos esos discursos.",discurso_odio,
667,"No hay patria ni dignidad con la barriga vacia y el alma rota, dejen ya el teatro.",discurso_odio,
668,Ese sistema lo q da es ganas de gritar y mandarlos pa la mierda a todos.,discurso_odio,
669,"Q manera de reirse del pueblo noble, de verdad q no tienen vergüensa.",discurso_odio,
670,"La libreta no alcanza, el salario no alcanza, la paciencia tampoco, comepingas.",discurso_odio,
671,Ellos hablan de resistencia porque nunca han tenido q hacer una cola de 8 horas.,discurso_odio,
672,"Asi cualquiera dirige, con privilegios pa unos pocos y miseria pa millones.",discurso_odio,
673,Todo en este pais esta manga por hombro por culpa de dirigentes mediocres y tercos.,discurso_odio,
674,"El cubano no vive, sobrevive entre la mentira del gobierno y la necesidad.",discurso_odio,
675,"Q clase descaro tienen, celebrando actos mientras en la casa no hay ni un huevo.",discurso_odio,
676,"Ese cuento del enemigo externo ya no cuela, el enemigo lo tiene Cuba adentro mandando.",discurso_odio,
677,"Asere, lo q da rabia es ver q destruyeron generaciones enteras y todavia quieren respeto.",discurso_odio,
678,No hay futuro con esa gente pega al poder como garrapata.,discurso_odio,
679,"La miseria en Cuba no es accidente, es el resultado de años de abuso y mala leche.",discurso_odio,
680,"Q gobierno mas manipulador, hasta el hambre la convierten en consigna.",discurso_odio,
681,Da ganas de reirse por no llorar cada vez q salen con otro discurso de victoria.,discurso_odio,
682,"Esos hp no sienten el dolor del pueblo, lo administran desde lejos y con aire acondicionado.",discurso_odio,
683,"Ni luz, ni comida, ni libertad, pero si tremendo aparato pa vigilar al q protesta.",discurso_odio,
684,"Asere, a Cuba la exprimieron hasta dejarla en los huesos y todavia piden mas sacrificio.",discurso_odio,
685,"No son lideres, son especialistas en hundir y despues culpar al mar.",discurso_odio,
686,El cubano ta cansao de tanta promesa rota y tanto descaro institucional.,discurso_odio,
687,"Q poca madre tienen, saben q el pueblo sufre y siguen con el show politico.",discurso_odio,
688,Aqui lo unico revolucionario ha sido la capacidad de aguante del pueblo.,discurso_odio,
689,"Asi no hay quien crea en nada, todo lo volvieron ruina, miedo y desesperanza.",discurso_odio,
690,"Los de arriba viven como reyes y el barrio reventao, esa es la verdad sin maquillaje.",discurso_odio,
691,"Cada año peor y ellos con mas cinismo, q clase maldicion de gobierno.",discurso_odio,
692,Ya no les queda credibilidad ni pa vender un vaso de agua en el malecon.,discurso_odio,
693,"Asere, cuando el pueblo explota no es por gusto, es por hambre, abuso y cansancio acumulado.",discurso_odio,
694,Todo lo convierten en politica menos resolverle la vida al cubano de a pie.,discurso_odio,
695,"Q se dejen de actos y consignas, lo q hace falta es comida y libertad, no mas cuentos.",discurso_odio,
696,Ese sistema esta hecho pa q unos manden y el resto aguante callao como pueda.,discurso_odio,
697,"La gente no odia por gusto, odia porque lleva años tragando miseria y humillacion.",discurso_odio,
698,"Asere, Cuba merece mucho mas q esta pila de ineptos aferrados al poder.",discurso_odio,
699,No hay romanticismo revolucionario q tape el desastre q dejaron en cada casa.,discurso_odio,
700,"El pueblo ta hasta el cuello de tanta basura oficial, tanta escases y tanto descaro junto.",discurso_odio,
701,"La policia esa no protege a nadie, lo q hacen es reprimir y abusar del pueblo, singaos.",discurso_odio,
702,"Esos guardias son unos descarados, siempre arriba del pobre y nunca resuelven na.",discurso_odio,
703,La seguridad del estado lo unico q sabe es meter miedo y vigilar como si esto fuera una carcel.,discurso_odio,
704,Comepinga los militares q se creen dueños del pais mientras el pueblo pasando hambre.,discurso_odio,
705,"La PNR sirve pa joder al cubano de a pie, nunca pa ayudar, tremendo abuso.",discurso_odio,
706,"Esos uniformados son mas problema q solucion, siempre metiendo presion y abuso.",discurso_odio,
707,"La policia en Cuba es pa callar gente, no pa protegerla, q clase sistema mas podrio.",discurso_odio,
708,"Los de la seguridad viven del miedo del pueblo, pura represion y descaro.",discurso_odio,
709,"Esos agentes son unos chivatones con uniforme, vigilando hasta el aire.",discurso_odio,
710,"La institucion esa ta hecha pa controlar, no pa servir, q falta de respeto.",discurso_odio,
711,"La policia no es del pueblo na, es del poder, eso ta clarisimo.",discurso_odio,
712,"Cada vez q veo un guardia lo q siento es rabia, nunca confianza.",discurso_odio,
713,"Esos tipos viven pa reprimir, no pa cuidar, q clase hp son.",discurso_odio,
714,"La seguridad del estado ta en to, menos resolviendo problemas reales.",discurso_odio,
715,"Asere, los militares esos viven mejor q nadie mientras el pueblo se jode.",discurso_odio,
716,"La PNR se cree q puede hacer lo q le da la gana, abuso tras abuso.",discurso_odio,
717,"Esos uniformes solo sirven pa meter miedo, no pa ayudar a nadie.",discurso_odio,
718,La policia cubana es tremendo descaro institucionalizado.,discurso_odio,
719,Los de la seguridad son especialistas en perseguir al q piensa diferente.,discurso_odio,
720,"No hay justicia con esas instituciones, solo control y abuso.",discurso_odio,
721,"Esos guardias siempre contra el pueblo, nunca de su lado.",discurso_odio,
722,"La policia lo q da es miedo, no tranquilidad, eso lo sabe todo el mundo.",discurso_odio,
723,"Los militares estan pa defender el poder, no al pais.",discurso_odio,
724,"La seguridad del estado es puro espionaje interno, q asco.",discurso_odio,
725,Esos agentes viven vigilando mas q trabajando de verdad.,discurso_odio,
726,La PNR lo q hace es joder al q no tiene con q defenderse.,discurso_odio,
727,Los uniformados son unos abusadores protegidos por el sistema.,discurso_odio,
728,"Asere, esos tipos no respetan a nadie, hacen lo q quieren.",discurso_odio,
729,"La policia siempre cae arriba del debil, nunca del poderoso.",discurso_odio,
730,"La seguridad esa lo q da es pena ajena, pura represion.",discurso_odio,
731,"Los militares viviendo bien y el pueblo pasando trabajo, q descaro.",discurso_odio,
732,"La PNR es tremendo instrumento de presion, no de ayuda.",discurso_odio,
733,Esos agentes parecen mas delincuentes q los mismos q persiguen.,discurso_odio,
734,"La policia no resuelve crimenes, resuelve callar gente.",discurso_odio,
735,La seguridad del estado es una sombra q lo controla todo.,discurso_odio,
736,"Los guardias se creen intocables, puro abuso con uniforme.",discurso_odio,
737,La institucion esa no tiene credibilidad ninguna.,discurso_odio,
738,"La policia cubana es sinónimo de problema, no de solucion.",discurso_odio,
739,"Esos tipos no sirven pa cuidar, solo pa imponer miedo.",discurso_odio,
740,La seguridad vive de inventar enemigos dentro del pais.,discurso_odio,
741,"Los militares no defienden al pueblo, defienden el poder.",discurso_odio,
742,"La PNR siempre llega tarde o pa joder, nunca pa ayudar.",discurso_odio,
743,Esos uniformados no tienen empatia ninguna con la gente.,discurso_odio,
744,La policia lo q hace es reprimir cualquier cosa q no les guste.,discurso_odio,
745,La seguridad del estado vive metida en la vida de todo el mundo.,discurso_odio,
746,Los guardias son unos abusadores con licencia.,discurso_odio,
747,La institucion policial ta podría de arriba abajo.,discurso_odio,
748,Esos agentes no tienen respeto por el pueblo.,discurso_odio,
749,La policia en Cuba es mas miedo q proteccion.,discurso_odio,
